WAL-20250801-51979,Walmart,"South Jodyhaven, DE",Lighting & Fans,Shed Construction,LIG-582166,LG,566.42,60,0,33985.2,33985.2,Lowe's MVPs Pro Rewards,2025-08-01 09:20:08
84-20250630-27009,84 Lumber,"Devinbury, KS",Lumber & Building Materials,Drywall Patch,LUM-132617,GE,437.72,6,10,2626.32,2363.69,Ace Rewards,2025-06-30 09:55:35
84-20241203-64404,84 Lumber,"North Nicolasland, NJ",Paint,Interior Painting,PAI-238296,Samsung,209.89,2,10,419.78,377.8,,2024-12-03 07:07:32
FLO-20240915-63293,Floor & Decor,"Stevenfort, VA",Lumber & Building Materials,Shed Construction,LUM-584054,Philips,939.18,12,15,11270.16,9579.64,Home Depot Pro Xtra,2024-09-15 06:45:48
CON-20240310-72764,Contractors' Warehouse,"Lake Jennifer, WV",Drywall & Insulation,,DRY-786464,EGO,102.18,1,3,102.18,99.11,Ace Rewards,2024-03-10 00:27:31
HAR-20241222-69268,Harbor Freight Tools,"North Christinaville, KS",Lighting & Fans,Door Install,LIG-940499,Moen,177.04,12,5,2124.48,2018.26,Home Depot Pro Xtra,2024-12-22 10:29:22
WAL-20240823-72535,Walmart,"South Lisa, GA",,Irrigation Setup,OUT-796536,Delta,672.01,12,15,8064.12,6854.5,Ace Rewards,2024-08-23 15:34:41
THE-20240326-32557,The Home Depot,"Prattmouth, NV",Storage & Organization,Basement Finish,STO-540235,Behr,322.3,1,0,322.3,322.3,None,2024-03-26 15:38:18
ACE-20250805-81765,Ace Hardware,"Sharonhaven, ND",Plumbing,Fence Installation,PLU-901048,Whirlpool,233.91,5,7,1169.55,1087.68,Do it Best Rewards,2025-08-05 15:13:26
84-20240520-93838,84 Lumber,"South Lori, AK",Plumbing,Basement Finish,PLU-850913,Samsung,506.98,5,10,2534.9,2281.41,Lowe's MVPs Pro Rewards,2024-05-20 21:47:29
LOW-20250629-66685,Lowe's,"Lake Glennborough, PW",Electrical,Plumbing Rough-In,ELE-519285,Husky,27.66,3,0,82.98,82.98,Home Depot Pro Xtra,2025-06-29 22:26:57
ACE-20240407-51052,Ace Hardware,"Port Krista, GA",Plumbing,Electrical Upgrade,PLU-233699,Samsung,186.37,1,0,186.37,186.37,Ace Rewards,2024-04-07 15:57:45
CON-20240320-27995,Contractors' Warehouse,"Lauraburgh, OH",HVAC,Drywall Patch,HVA-758334,Milwaukee,2740.78,15,0,41111.7,41111.7,Menards Contractor,2024-03-20 21:00:30
DO-20240719-74631,Do it Best,"Murphyton, NH",Appliances,Tile Backsplash,APP-431610,Glidden,2954.94,6,10,17729.64,15956.68,Contractors' Warehouse CBC,2024-07-19 23:11:34
84-20240915-15911,84 Lumber,"Cristinamouth, MN",Flooring,Deck Build,FLO-343349,GE,5.2,263,15,1367.6,1162.46,Menards Contractor,2024-09-15 16:02:26
THE-20240404-90302,The Home Depot,"New Erinchester, MO",Kitchen & Bath,Kitchen Remodel,KIT-228256,Glidden,1246.87,8,0,9974.96,9974.96,None,2024-04-04 14:54:45
WAL-20240330-16233,Walmart,"New Taylorburgh, NC",Lumber & Building Materials,HVAC Replacement,LUM-584170,Makita,265.77,1,0,265.77,265.77,Lowe's MVPs Pro Rewards,2024-03-30 10:15:55
COS-20250223-41381,Costco,"Port Ricky, PR",Storage & Organization,Plumbing Rough-In,STO-728509,Rust-Oleum,335.75,10,0,3357.5,3357.5,,2025-02-23 08:04:40
ACE-20240718-88106,Ace Hardware,"Schroederburgh, WY",HVAC,Bathroom Renovation,,Glidden,4252.14,8,0,34017.12,34017.12,None,2024-07-18 22:05:45
HAR-20240912-13814,Harbor Freight Tools,"Port Nancyview, KS",HVAC,Plumbing Rough-In,HVA-649425,Kwikset,3349.18,1,0,3349.18,3349.18,None,2024-09-12 05:18:21
LOW-20250404-93259,Lowe's,,Flooring,Garage Organization,FLO-951374,Samsung,0.98,385,2,377.3,369.75,,2025-04-04 13:22:23
WAL-20241124-90196,Walmart,"Santoshaven, AS",Electrical,HVAC Replacement,ELE-409947,Milwaukee,581.38,5,0,2906.9,2906.9,Ace Rewards,2024-11-24 14:35:08
84-20240325-60702,84 Lumber,"New William, GA",Flooring,Drywall Patch,FLO-981893,GE,1.31,322,0,421.82,421.82,Menards Contractor,2024-03-25 22:51:04
DO-20241118-46519,Do it Best,,Paint,Window Replacement,PAI-493613,Glidden,173.64,6,0,1041.84,1041.84,Lowe's MVPs Pro Rewards,2024-11-18 19:15:54
FLO-20241114-88616,Floor & Decor,"Leviside, OH",Flooring,Exterior Painting,FLO-986510,Delta,4.17,34,15,141.78,120.51,Home Depot Pro Xtra,2024-11-14 20:45:27
84-20250605-43841,84 Lumber,"New Rachel, MT",HVAC,HVAC Replacement,HVA-377184,Philips,3776.89,100,20,377689,302151.2,None,2025-06-05 15:25:57
MEN-20240403-16705,Menards,"New Monicamouth, TN",Drywall & Insulation,HVAC Replacement,DRY-690798,Kwikset,114.69,3,3,344.07,333.75,Lowe's MVPs Pro Rewards,2024-04-03 09:56:22
HAR-20240424-71609,Harbor Freight Tools,"East Codytown, KY",Drywall & Insulation,Tile Backsplash,DRY-732024,LG,115.81,1,0,115.81,115.81,Do it Best Rewards,2024-04-24 02:11:14
THE-20250717-78008,The Home Depot,"Charlesfurt, AZ",Plumbing,Bathroom Renovation,PLU-625317,Philips,314.93,15,0,4723.95,4723.95,Do it Best Rewards,2025-07-17 09:45:04
WAL-20250317-44743,Walmart,"North Roberthaven, OR",Drywall & Insulation,Irrigation Setup,DRY-282951,Schlage,62.33,25,0,1558.25,1558.25,Ace Rewards,2025-03-17 21:46:45
COS-20240818-53307,Costco,"West Cameronchester, FM",,Shed Construction,STO-138777,DEWALT,137.55,30,15,4126.5,3507.53,,2024-08-18 14:22:34
COS-20240510-84664,Costco,"Johnside, MD",,Window Replacement,LUM-868989,Philips,1099.44,5,10,5497.2,4947.48,Ace Rewards,2024-05-10 15:09:27
COS-20250218-98321,Costco,"Port Sabrina, DE",Paint,Electrical Upgrade,PAI-265369,Kobalt,285.74,6,3,1714.44,1663.01,,2025-02-18 23:13:46
CON-20250622-23094,Contractors' Warehouse,"Port Cynthiabury, PW",Paint,Tile Backsplash,PAI-455430,Kobalt,185.95,3,5,557.85,529.96,None,2025-06-22 11:25:08
84-20240509-36406,84 Lumber,"South Joshua, MA",Storage & Organization,Door Install,STO-461051,Bosch,475.25,8,0,3802,3802,None,2024-05-09 02:46:07
CON-20250116-42270,Contractors' Warehouse,"East Emily, DC",Electrical,Electrical Upgrade,ELE-552229,LG,40.72,1,0,40.72,40.72,Do it Best Rewards,2025-01-16 01:09:09
MEN-20241108-27782,Menards,"Port Julie, LA",Paint,Roof Repair,PAI-509953,Kobalt,256.72,30,0,7701.6,7701.6,Contractors' Warehouse CBC,2024-11-08 05:20:17
WAL-20240911-90137,Walmart,"Lake Sarahbury, RI",Storage & Organization,Interior Painting,STO-761548,Whirlpool,376.12,10,10,3761.2,3385.08,Do it Best Rewards,2024-09-11 13:45:11
84-20241016-72482,84 Lumber,"Lisaview, FM",Drywall & Insulation,Drywall Patch,DRY-701367,Samsung,75.36,12,5,904.32,859.1,Menards Contractor,2024-10-16 05:08:56
WAL-20250523-18535,Walmart,"Smithborough, MI",Drywall & Insulation,Drywall Patch,DRY-114218,Schlage,113.34,20,0,2266.8,2266.8,Do it Best Rewards,2025-05-23 11:04:26
FLO-20240512-12463,Floor & Decor,"South Ivanview, DE",Appliances,Deck Build,APP-555895,Schlage,1478.36,2,5,2956.72,2808.88,Do it Best Rewards,2024-05-12 10:57:19
CON-20250417-75478,Contractors' Warehouse,"South Donaldtown, PA",Drywall & Insulation,Interior Painting,DRY-694380,Schlage,139.53,15,17,2092.95,1737.15,,2025-04-17 00:51:43
DO-20240504-99484,Do it Best,"Gibsonfort, ID",Doors & Windows,Basement Finish,DOO-187749,Schlage,213.92,25,10,5348,4813.2,Lowe's MVPs Pro Rewards,2024-05-04 16:49:26
LOW-20241207-19830,Lowe's,"North Kennethmouth, OH",Plumbing,,PLU-236853,Kwikset,554.03,6,0,3324.18,3324.18,Home Depot Pro Xtra,2024-12-07 09:39:17
CON-20250402-66622,Contractors' Warehouse,"Spencerfurt, OK",Electrical,HVAC Replacement,ELE-282967,Glidden,264.24,40,10,10569.6,9512.64,Lowe's MVPs Pro Rewards,2025-04-02 01:59:20
MEN-20240818-61710,Menards,"West Jessica, AL",Appliances,Electrical Upgrade,APP-241128,Delta,601.72,12,7,7220.64,6715.2,Contractors' Warehouse CBC,2024-08-18 01:54:54
DO-20240712-37573,Do it Best,"East Anthony, NY",Appliances,,APP-513971,Rust-Oleum,1393.18,100,0,139318,139318,Contractors' Warehouse CBC,2024-07-12 00:18:44
DO-20240822-56864,Do it Best,"Bethshire, UT",Doors & Windows,Fence Installation,DOO-155960,Moen,492.29,25,3,12307.25,11938.03,Ace Rewards,2024-08-22 13:41:56
84-20240315-46754,84 Lumber,"Lake Lindaland, SC",Tools & Hardware,Door Install,TOO-436614,DEWALT,204.89,6,10,1229.34,1106.41,Home Depot Pro Xtra,2024-03-15 09:55:56
COS-20240301-24466,Costco,"Vanessafurt, ND",Plumbing,Kitchen Remodel,PLU-546121,Kwikset,72.36,4,5,289.44,274.97,Ace Rewards,2024-03-01 05:37:34
THE-20240619-58880,The Home Depot,"Lake Jamieland, MO",Appliances,Basement Finish,APP-902512,LG,1179.57,10,0,11795.7,11795.7,Do it Best Rewards,2024-06-19 10:55:01
WAL-20241029-97718,Walmart,"Bethville, NC",Kitchen & Bath,Deck Build,KIT-502670,Behr,1504.96,3,3,4514.88,4379.43,Lowe's MVPs Pro Rewards,2024-10-29 19:28:57
WAL-20250705-94963,Walmart,"Port Mariaview, NM",Lumber & Building Materials,Drywall Patch,LUM-853030,GE,574.05,40,15,22962,19517.7,Home Depot Pro Xtra,2025-07-05 13:47:31
THE-20250624-42576,,"Port Sabrinaton, NJ",Tools & Hardware,Irrigation Setup,TOO-271263,Delta,571.78,20,0,11435.6,11435.6,Ace Rewards,2025-06-24 21:20:25
WAL-20250620-68245,Walmart,"Blevinsfort, MO",Storage & Organization,Shed Construction,STO-537926,Milwaukee,419.9,15,10,6298.5,5668.65,Ace Rewards,2025-06-20 08:15:34
THE-20250718-68054,The Home Depot,"Lake Rickyfurt, PA",Tools & Hardware,Deck Build,TOO-214567,Bosch,1006.75,30,10,30202.5,27182.25,Home Depot Pro Xtra,2025-07-18 13:49:09
COS-20240803-92427,Costco,"Thompsonshire, OR",HVAC,Garage Organization,HVA-378524,Whirlpool,4057.16,8,0,32457.28,32457.28,Contractors' Warehouse CBC,2024-08-03 04:57:38
MEN-20240323-79766,Menards,"Kristinaton, UT",Doors & Windows,Tile Backsplash,DOO-648046,Schlage,456.18,60,20,27370.8,21896.64,None,2024-03-23 08:52:05
84-20250706-57701,84 Lumber,"Smithside, CT",Paint,Deck Build,PAI-761393,LG,161.7,15,10,2425.5,2182.95,Home Depot Pro Xtra,2025-07-06 16:51:02
HAR-20250803-72413,Harbor Freight Tools,"East Edward, MH",Outdoor & Garden,Window Replacement,OUT-554409,Kobalt,1059.75,2,0,2119.5,2119.5,Lowe's MVPs Pro Rewards,2025-08-03 15:40:49
COS-20250619-81253,Costco,"Kirkland, WY",Plumbing,Window Replacement,PLU-826811,Behr,167.73,25,20,4193.25,3354.6,Contractors' Warehouse CBC,2025-06-19 09:30:30
LOW-20250522-45784,Lowe's,"Richardfurt, AK",Lumber & Building Materials,Bathroom Renovation,LUM-590300,DEWALT,479.01,1,5,479.01,455.06,Ace Rewards,2025-05-22 04:30:11
THE-20240820-94283,The Home Depot,"Port Lori, IA",Lighting & Fans,HVAC Replacement,LIG-360014,Whirlpool,182.43,12,15,2189.16,1860.79,Lowe's MVPs Pro Rewards,2024-08-20 20:45:24
CON-20240826-78931,Contractors' Warehouse,"Burketon, RI",Drywall & Insulation,Kitchen Remodel,DRY-395664,Milwaukee,56.16,4,0,224.64,224.64,Ace Rewards,2024-08-26 14:02:54
LOW-20240725-97059,Lowe's,"Andrewshire, KY",Kitchen & Bath,Exterior Painting,KIT-921795,Samsung,2984.16,10,15,29841.6,25365.36,None,2024-07-25 02:08:49
WAL-20240523-67596,Walmart,"Tamaraburgh, IA",Lumber & Building Materials,Electrical Upgrade,LUM-180811,Samsung,675.51,2,0,1351.02,1351.02,Menards Contractor,2024-05-23 14:37:14
HAR-20240808-74793,Harbor Freight Tools,"Andersonshire, MS",HVAC,Drywall Patch,HVA-904957,Makita,2686.17,2,0,5372.34,5372.34,None,2024-08-08 01:16:10
COS-20240223-88089,Costco,"Lake Courtneyburgh, TN",Electrical,Tile Backsplash,ELE-109296,Toro,701.96,40,15,28078.4,23866.64,Contractors' Warehouse CBC,2024-02-23 20:11:06
HAR-20250519-67544,Harbor Freight Tools,"Eduardobury, AR",Plumbing,Irrigation Setup,PLU-232993,Rust-Oleum,447.89,4,0,1791.56,1791.56,Menards Contractor,2025-05-19 04:14:15
ACE-20250708-10744,Ace Hardware,"Jessicaview, IL",Electrical,Exterior Painting,ELE-399081,Husky,704.91,40,0,28196.4,28196.4,Home Depot Pro Xtra,2025-07-08 05:23:17
LOW-20240919-96873,Lowe's,"Melaniestad, MI",Drywall & Insulation,Deck Build,DRY-614632,Milwaukee,6.28,8,0,50.24,50.24,Ace Rewards,2024-09-19 20:45:05
84-20250708-12517,,"Perkinsland, MD",Lighting & Fans,HVAC Replacement,LIG-285236,GE,256.49,3,0,769.47,769.47,Contractors' Warehouse CBC,2025-07-08 09:41:01
DO-20250329-22347,Do it Best,"Robertton, TX",Electrical,Bathroom Renovation,ELE-987158,Behr,561.25,6,10,3367.5,3030.75,Ace Rewards,2025-03-29 01:56:46
84-20241122-37912,84 Lumber,"West Jamie, MI",Appliances,Exterior Painting,APP-767371,Rust-Oleum,1991.06,1,5,1991.06,1891.51,Ace Rewards,2024-11-22 00:58:42
LOW-20250326-10041,Lowe's,"East Amberside, CO",Flooring,Roof Repair,FLO-980479,Rust-Oleum,4.56,270,25,1231.2,923.4,Do it Best Rewards,2025-03-26 14:28:30
CON-20240401-39490,Contractors' Warehouse,"Rodrigueztown, GU",Appliances,Roof Repair,APP-713385,Makita,202.59,5,10,1012.95,911.66,None,2024-04-01 17:37:43
THE-20250122-50976,The Home Depot,"East Andre, MT",Lighting & Fans,Fence Installation,LIG-574427,LG,244.01,15,10,3660.15,3294.14,Lowe's MVPs Pro Rewards,2025-01-22 22:46:22
MEN-20250622-25253,Menards,"Luishaven, MT",Electrical,Roof Repair,ELE-828979,Kwikset,28.11,50,25,1405.5,1054.12,Lowe's MVPs Pro Rewards,2025-06-22 14:48:32
FLO-20250122-31013,Floor & Decor,"Gouldbury, MI",Lighting & Fans,Basement Finish,LIG-532227,GE,236.23,30,0,7086.9,7086.9,None,2025-01-22 03:52:10
WAL-20250505-39110,Walmart,"Port Robertberg, OR",Kitchen & Bath,Exterior Painting,KIT-918135,Philips,600.09,40,18,24003.6,19682.95,Menards Contractor,2025-05-05 11:09:05
MEN-20240502-71603,Menards,"Lake Teresatown, PA",Lumber & Building Materials,Tile Backsplash,LUM-942772,Husky,509.96,30,0,15298.8,15298.8,Home Depot Pro Xtra,2024-05-02 13:31:33
84-20240425-57635,84 Lumber,"Bishopmouth, FM",Doors & Windows,Window Replacement,DOO-214768,EGO,803.24,2,0,1606.48,1606.48,Do it Best Rewards,2024-04-25 03:07:34
THE-20240815-83493,The Home Depot,"Powellborough, SD",HVAC,Exterior Painting,HVA-375792,Delta,2253.18,12,5,27038.16,25686.25,,2024-08-15 22:50:46
CON-20250109-16445,Contractors' Warehouse,"New Jeffrey, WA",Drywall & Insulation,,DRY-462015,GE,115.41,1,0,115.41,115.41,Ace Rewards,2025-01-09 01:04:03
HAR-20250507-49969,Harbor Freight Tools,"East Reginafurt, CO",Electrical,Plumbing Rough-In,ELE-291901,Ryobi,332.37,4,5,1329.48,1263.01,Contractors' Warehouse CBC,2025-05-07 22:27:00
CON-20250205-70347,Contractors' Warehouse,"Hugheston, GU",Doors & Windows,Basement Finish,DOO-710670,Behr,793.96,12,10,9527.52,8574.77,Home Depot Pro Xtra,2025-02-05 03:36:06
COS-20250303-41901,Costco,"North Jason, WA",HVAC,Shed Construction,HVA-261200,Behr,1519.56,10,5,15195.6,14435.82,Contractors' Warehouse CBC,2025-03-03 22:03:58
DO-20240813-22923,Do it Best,"Lisamouth, VI",Plumbing,Kitchen Remodel,PLU-575200,Kobalt,87.98,15,10,1319.7,1187.73,Lowe's MVPs Pro Rewards,2024-08-13 11:45:23
COS-20240518-57133,Costco,"Blackberg, FM",Electrical,Bathroom Renovation,ELE-156041,Bosch,172.69,1,0,172.69,172.69,,2024-05-18 11:04:39
LOW-20240326-64468,Lowe's,"New Jenniferville, MP",Electrical,Exterior Painting,ELE-886751,Whirlpool,490.54,15,0,7358.1,7358.1,Home Depot Pro Xtra,2024-03-26 19:39:13
84-20241126-49978,84 Lumber,"Feliciaview, DC",Drywall & Insulation,Roof Repair,DRY-748002,Milwaukee,38.53,6,5,231.18,219.62,Do it Best Rewards,2024-11-26 04:50:19
84-20240416-10829,84 Lumber,"Port Joseph, NC",Electrical,Shed Construction,ELE-475249,Glidden,641.67,15,10,9625.05,8662.55,Home Depot Pro Xtra,2024-04-16 14:57:25
COS-20240623-46609,Costco,"South Mark, OH",Lighting & Fans,,LIG-491644,Whirlpool,565.14,25,3,14128.5,13704.65,Home Depot Pro Xtra,2024-06-23 19:07:41
84-20250214-82333,84 Lumber,"North Davidfurt, MI",Lighting & Fans,Exterior Painting,LIG-660282,Glidden,248.49,20,20,4969.8,3975.84,Do it Best Rewards,2025-02-14 16:43:02
ACE-20241218-88816,Ace Hardware,"Griffinside, WI",Flooring,Drywall Patch,FLO-207184,Toro,5.12,387,15,1981.44,1684.22,Lowe's MVPs Pro Rewards,2024-12-18 03:52:39
WAL-20250807-29749,Walmart,"Larryport, HI",Doors & Windows,Landscaping,DOO-260165,Kwikset,619.05,5,5,3095.25,2940.49,Menards Contractor,2025-08-07 10:51:43
HAR-20240509-36392,Harbor Freight Tools,"Angelaborough, VI",HVAC,Drywall Patch,HVA-166023,DEWALT,3773,4,0,15092,15092,Ace Rewards,2024-05-09 01:16:07
CON-20250424-62400,Contractors' Warehouse,"Lake Vincent, DC",Storage & Organization,Exterior Painting,STO-153055,GE,315.16,25,20,7879,6303.2,Ace Rewards,2025-04-24 12:12:16
WAL-20240803-23878,Walmart,"Mejiaberg, CO",Plumbing,Basement Finish,PLU-183831,Makita,336.26,60,0,20175.6,20175.6,,2024-08-03 19:04:59
WAL-20250104-29620,Walmart,"Port Lori, PW",Appliances,Tile Backsplash,APP-328030,Rust-Oleum,2160.72,8,0,17285.76,17285.76,Home Depot Pro Xtra,2025-01-04 06:01:37
LOW-20240722-18481,,"Carterton, MH",Drywall & Insulation,Basement Finish,DRY-974417,GE,71.39,12,10,856.68,771.01,None,2024-07-22 05:47:33
FLO-20250127-25697,Floor & Decor,"Port Jason, PW",Lumber & Building Materials,Roof Repair,LUM-507444,Rust-Oleum,612.66,5,5,3063.3,2910.14,Ace Rewards,2025-01-27 07:23:40
FLO-20240216-81833,Floor & Decor,"West Donaldland, AR",Appliances,Drywall Patch,APP-936854,Milwaukee,2971.9,15,15,44578.5,37891.72,Menards Contractor,2024-02-16 00:34:57
HAR-20240810-44921,Harbor Freight Tools,"Jonesville, MH",Plumbing,Flooring Install,PLU-236104,Behr,393.65,15,17,5904.75,4900.94,Home Depot Pro Xtra,2024-08-10 13:41:43
84-20250113-89673,84 Lumber,"Aaronfurt, NH",Appliances,Door Install,APP-185852,Samsung,1070.03,12,20,12840.36,10272.29,Lowe's MVPs Pro Rewards,2025-01-13 19:28:23
84-20240425-44766,84 Lumber,"Mcdonaldport, CA",Lumber & Building Materials,Exterior Painting,LUM-948999,LG,972.64,60,28,58358.4,42018.05,Contractors' Warehouse CBC,2024-04-25 08:50:09
MEN-20241212-82983,Menards,"Jeremyfurt, AZ",Lighting & Fans,Roof Repair,LIG-910933,Delta,28.27,12,5,339.24,322.28,,2024-12-12 03:18:24
THE-20250414-10117,The Home Depot,"Lake Chadtown, MT",Kitchen & Bath,Exterior Painting,KIT-227337,LG,617,25,18,15425,12648.5,Ace Rewards,2025-04-14 19:15:13
WAL-20250807-13661,Walmart,"West Benjamin, DE",Doors & Windows,Door Install,DOO-611612,Kwikset,746.73,4,0,2986.92,2986.92,None,2025-08-07 22:11:32
DO-20240412-87643,Do it Best,"Morganburgh, VA",Plumbing,Plumbing Rough-In,PLU-755070,Milwaukee,452.33,4,5,1809.32,1718.85,Menards Contractor,2024-04-12 20:50:33
THE-20240630-24674,The Home Depot,"North Kaylahaven, DC",Paint,Deck Build,,Samsung,324.75,5,5,1623.75,1542.56,None,2024-06-30 16:06:59
THE-20240909-67537,The Home Depot,"East Charlesview, OK",Flooring,Irrigation Setup,FLO-665268,LG,5.88,288,20,1693.44,1354.75,Ace Rewards,2024-09-09 17:49:46
HAR-20240316-47705,Harbor Freight Tools,"New Roberta, MP",Flooring,Exterior Painting,FLO-332287,EGO,5.22,89,0,464.58,464.58,Home Depot Pro Xtra,2024-03-16 16:27:00
